PT11-76-5_450,treatment: Flight1h,Sex: Female,population: PT
PT11-76-5_650,treatment: Flight1h,Sex: Female,population: PT
PT11-88-5_450,treatment: Flight1h,Sex: Female,population: PT
PT11-88-5_650,treatment: Flight1h,Sex: Female,population: PT
PT11-90-1_450,treatment: Flight20h,Sex: Female,population: PT
PT11-90-1_650,treatment: Flight20h,Sex: Female,population: PT
PT11-94-4_450,treatment: Flight20h,Sex: Female,population: PT
PT11-94-4_650,treatment: Flight20h,Sex: Female,population: PT
PT11-119-2_450,treatment: Flight20h,Sex: Male,population: PT
PT11-119-2_650,treatment: Flight20h,Sex: Male,population: PT
PT11-123-5_450,treatment: Flight1h,Sex: Male,population: PT
PT11-123-5_650,treatment: Flight1h,Sex: Male,population: PT
PT11-136-3_450,treatment: Control1h,Sex: Male,population: PT
PT11-136-3_650,treatment: Control1h,Sex: Male,population: PT
PT11-147-3_450,treatment: Flight1h,Sex: Male,population: PT
PT11-147-3_650,treatment: Flight1h,Sex: Male,population: PT
PT11-15-3_450,treatment: Flight20h,Sex: Male,population: PT
PT11-15-3_650,treatment: Flight20h,Sex: Male,population: PT
PT11-159-2_450,treatment: Flight20h,Sex: Male,population: PT
PT11-159-2_650,treatment: Flight20h,Sex: Male,population: PT
PT11-26-3_450,treatment: Control1h,Sex: Male,population: PT
PT11-26-3_650,treatment: Control1h,Sex: Male,population: PT
PT11-28-5_450,treatment: Flight1h,Sex: Male,population: PT
PT11-28-5_650,treatment: Flight1h,Sex: Male,population: PT
PT11-5-3_450,treatment: Flight20h,Sex: Male,population: PT
PT11-5-3_650,treatment: Flight20h,Sex: Male,population: PT
PT11-56-3_450,treatment: Control20h,Sex: Male,population: PT
PT11-56-3_650,treatment: Control20h,Sex: Male,population: PT
PT11-60-3_450,treatment: Control1h,Sex: Male,population: PT
PT11-60-3_650,treatment: Control1h,Sex: Male,population: PT
PT11-67-3_450,treatment: Flight1h,Sex: Male,population: PT
PT11-67-3_650,treatment: Flight1h,Sex: Male,population: PT
PT11-73-5_450,treatment: Flight1h,Sex: Male,population: PT
PT11-73-5_650,treatment: Flight1h,Sex: Male,population: PT
PT11-74-4_450,treatment: Flight20h,Sex: Male,population: PT
PT11-74-4_650,treatment: Flight20h,Sex: Male,population: PT
PT11-76-3_450,treatment: Flight20h,Sex: Male,population: PT
PT11-76-3_650,treatment: Flight20h,Sex: Male,population: PT
PT11-83-3_450,treatment: Control20h,Sex: Male,population: PT
PT11-83-3_650,treatment: Control20h,Sex: Male,population: PT
PT11-97-4_450,treatment: Flight1h,Sex: Male,population: PT
PT11-97-4_650,treatment: Flight1h,Sex: Male,population: PT
